education,hours-per-week,sex,age,race,workclass,Major_Group
Assoc-voc,40,Male,22,White,Private,Industrial Arts & Consumer Services
Some-college,55,Male,34,White,Private,Business
Some-college,45,Male,31,White,Self-emp-inc,Business
Assoc-voc,40,Male,38,White,Local-gov,Industrial Arts & Consumer Services
Some-college,40,Female,51,White,Self-emp-not-inc,Health
Some-college,40,Male,36,White,Private,Business
Some-college,54,Male,29,White,Private,Business
HS-grad,15,Male,64,White,Self-emp-not-inc,Other
Some-college,55,Male,24,White,Private,Other
Some-college,20,Female,21,White,State-gov,Business
Some-college,60,Male,28,White,Private,Engineering
HS-grad,50,Male,41,White,Self-emp-inc,Other
Less than HS,16,Male,17,White,Private,Other
Doctorate,50,Male,58,White,Private,Other
Bachelors,8,Male,50,White,Self-emp-not-inc,Business
Less than HS,40,Male,30,Amer-Indian-Eskimo,Private,Other
HS-grad,40,Male,47,White,Private,Other
Some-college,20,Male,24,White,Private,Business
Some-college,40,Male,50,Black,Federal-gov,Business
Masters,55,Male,29,White,Private,Health
Doctorate,40,Male,31,White,Self-emp-not-inc,Other
HS-grad,70,Male,40,White,Self-emp-not-inc,Other
Some-college,60,Female,31,White,Private,Business
Less than HS,40,Male,53,Black,Private,Other
HS-grad,40,Female,33,White,Private,Other
Bachelors,40,Male,43,White,Private,Other
Some-college,50,Female,56,White,Private,Business
Bachelors,50,Female,38,White,Private,Business
Less than HS,30,Female,18,White,Private,Other
HS-grad,40,Male,50,White,Private,Other
HS-grad,12,Female,78,White,Private,Other
Less than HS,40,Male,27,White,Private,Other
Some-college,25,Female,19,White,Private,Business
Bachelors,40,Female,24,White,State-gov,Engineering
Some-college,15,Male,20,White,Private,Business
Masters,35,Male,25,White,Private,Health
Bachelors,50,Female,34,White,Private,Business
Assoc-voc,35,Male,30,White,Self-emp-inc,Industrial Arts & Consumer Services
Masters,40,Female,37,White,Federal-gov,Health
HS-grad,48,Male,38,White,Private,Other
HS-grad,12,Male,67,Asian-Pac-Islander,Without-pay,Other
HS-grad,30,Male,35,White,Private,Other
HS-grad,30,Male,75,White,Self-emp-not-inc,Other
Some-college,50,Female,47,White,Private,Business
Less than HS,40,Male,23,White,Private,Other
HS-grad,8,Female,51,White,Federal-gov,Other
HS-grad,40,Male,42,Black,Local-gov,Other
Some-college,32,Female,32,White,Private,Engineering
HS-grad,35,Female,54,White,Private,Other
Some-college,40,Female,20,White,Private,Other
HS-grad,40,Male,39,White,Private,Other
HS-grad,38,Male,41,White,Private,Other
HS-grad,40,Female,35,White,Private,Other
Bachelors,35,Male,45,White,Local-gov,Engineering
Bachelors,40,Female,27,White,Private,Business
Less than HS,30,Male,61,White,Self-emp-not-inc,Other
HS-grad,50,Male,41,White,Private,Other
Some-college,40,Male,22,White,Private,Engineering
Some-college,40,Male,55,Black,Private,Engineering
Some-college,40,Male,25,White,Private,Engineering
Some-college,35,Female,20,White,Private,Other
Some-college,35,Female,20,Black,Private,Other
Bachelors,16,Male,67,White,Self-emp-inc,Business
Some-college,60,Male,44,White,Private,Business
HS-grad,60,Male,42,White,Private,Other
Some-college,40,Male,29,Other,Local-gov,Business
Some-college,38,Female,48,White,Private,Engineering
HS-grad,40,Female,25,Black,Private,Other
HS-grad,99,Female,31,White,Private,Other
Bachelors,70,Female,48,White,Private,Business
Masters,20,Male,40,White,Private,Health
Some-college,40,Male,26,White,Private,Business
HS-grad,35,Female,28,White,Private,Other
Some-college,40,Male,52,White,Private,Engineering
HS-grad,40,Male,41,White,Self-emp-not-inc,Other
Bachelors,50,Female,39,White,Self-emp-not-inc,Other
HS-grad,16,Female,48,Black,Private,Other
HS-grad,30,Female,19,White,Private,Other
Some-college,40,Male,27,White,Private,Other
Assoc-voc,50,Male,59,White,Private,Industrial Arts & Consumer Services
Some-college,40,Male,19,White,Private,Business
HS-grad,50,Male,32,White,Private,Other
HS-grad,40,Male,39,White,Private,Other
HS-grad,40,Male,33,White,Private,Other
HS-grad,40,Male,38,White,Private,Other
Some-college,45,Male,27,White,Private,Other
HS-grad,45,Female,23,White,Private,Other
Bachelors,20,Male,25,Asian-Pac-Islander,Local-gov,Business
Assoc-acdm,68,Male,37,White,Self-emp-inc,Industrial Arts & Consumer Services
HS-grad,65,Male,31,White,Private,Other
Assoc-acdm,37,Female,24,White,Private,Industrial Arts & Consumer Services
Bachelors,38,Female,53,White,Local-gov,Business
Some-college,40,Female,25,White,Private,Business
Less than HS,40,Male,59,White,Private,Other
HS-grad,40,Female,39,White,Federal-gov,Other
Some-college,40,Male,28,White,Private,Other
HS-grad,40,Male,22,White,Private,Other
HS-grad,40,Male,20,White,Private,Other
Some-college,40,Female,25,White,Private,Other
Some-college,50,Male,27,White,Private,Engineering
HS-grad,40,Male,20,White,Private,Other
Less than HS,25,Male,43,White,Self-emp-not-inc,Other
Some-college,40,Female,39,White,Private,Business
Bachelors,45,Male,27,White,Private,Health
Less than HS,5,Female,17,White,Private,Other
Prof-school,72,Male,40,White,State-gov,Law & Public Policy
Some-college,48,Male,50,White,Private,Engineering
Bachelors,35,Female,23,White,Self-emp-inc,Business
HS-grad,65,Male,60,White,Private,Other
HS-grad,40,Female,30,White,Private,Other
HS-grad,50,Male,24,White,Private,Other
Bachelors,20,Female,23,White,Private,Business
Bachelors,30,Male,24,White,Private,Health
Bachelors,20,Male,45,White,Self-emp-not-inc,Engineering
Some-college,60,Male,58,White,Self-emp-inc,Business
Some-college,20,Male,22,White,Private,Business
Some-college,40,Male,41,White,Private,Other
Less than HS,40,Male,48,White,Private,Other
HS-grad,40,Male,31,White,Private,Other
Prof-school,50,Male,33,White,Private,Law & Public Policy
Bachelors,50,Male,49,White,Self-emp-inc,Business
Bachelors,50,Male,30,White,Private,Health
HS-grad,40,Male,38,White,Private,Other
HS-grad,48,Male,58,White,Local-gov,Other
Bachelors,50,Female,58,White,Private,Health
HS-grad,40,Male,61,White,Self-emp-not-inc,Other
HS-grad,40,Male,58,White,Private,Other
Assoc-voc,45,Male,32,White,Private,Industrial Arts & Consumer Services
HS-grad,50,Male,33,White,Self-emp-not-inc,Other
Bachelors,50,Female,28,White,Private,Business
Some-college,11,Female,22,White,Private,Other
HS-grad,40,Male,35,White,Private,Other
HS-grad,55,Male,59,White,Private,Other
HS-grad,40,Male,50,Black,Self-emp-not-inc,Other
Less than HS,40,Female,56,White,Self-emp-inc,Other
HS-grad,40,Male,36,White,Self-emp-not-inc,Other
Some-college,60,Male,28,Amer-Indian-Eskimo,Private,Business
Assoc-voc,40,Male,42,Black,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,60,White,Private,Other
Some-college,91,Male,41,White,Self-emp-inc,Business
Bachelors,45,Male,42,White,Private,Engineering
HS-grad,55,Male,36,White,Private,Other
Masters,40,Male,52,White,Local-gov,Health
HS-grad,40,Male,42,White,Self-emp-not-inc,Other
Some-college,55,Male,26,White,Local-gov,Business
Bachelors,40,Female,31,White,Local-gov,Health
Less than HS,40,Female,47,White,Private,Other
Some-college,50,Male,35,White,Private,Other
Less than HS,25,Male,19,White,Private,Other
Some-college,80,Female,59,White,Self-emp-not-inc,Business
Bachelors,40,Male,38,White,Private,Business
Bachelors,50,Male,36,White,Private,Business
Masters,55,Female,35,White,Private,Other
HS-grad,30,Male,39,White,Private,Other
Some-college,40,Male,64,White,Private,Other
Less than HS,25,Female,17,White,Local-gov,Other
Some-college,32,Male,49,White,Private,Other
Some-college,25,Female,19,White,Private,Other
HS-grad,40,Female,36,White,Self-emp-not-inc,Other
HS-grad,45,Male,26,White,Private,Other
Less than HS,40,Female,27,White,Private,Other
Bachelors,40,Male,66,White,Private,Health
Less than HS,40,Male,38,White,Private,Other
Bachelors,25,Female,25,White,Private,Business
HS-grad,40,Female,19,White,Private,Other
Assoc-acdm,50,Male,30,White,Private,Industrial Arts & Consumer Services
Assoc-voc,40,Male,22,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services
Some-college,44,Male,60,White,Private,Engineering
Some-college,18,Male,54,White,Private,Engineering
HS-grad,37,Male,46,White,Private,Other
Some-college,40,Male,33,White,State-gov,Other
Masters,40,Female,51,White,Local-gov,Other
Prof-school,60,Male,43,White,Private,Law & Public Policy
HS-grad,25,Male,60,White,Self-emp-inc,Other
HS-grad,60,Male,39,White,Self-emp-not-inc,Other
Bachelors,40,Female,23,White,Private,Engineering
Assoc-acdm,40,Female,39,White,Private,Industrial Arts & Consumer Services
Some-college,40,Male,40,White,Local-gov,Business
Some-college,65,Male,48,White,Private,Business
HS-grad,40,Male,24,White,Private,Other
HS-grad,40,Male,32,White,Private,Other
Some-college,60,Male,31,White,Self-emp-not-inc,Engineering
HS-grad,40,Male,39,Black,Private,Other
Masters,40,Female,27,White,Private,Other
Masters,38,Male,45,Black,State-gov,Other
Bachelors,40,Male,31,Asian-Pac-Islander,Private,Engineering
HS-grad,40,Female,63,White,Private,Other
Bachelors,50,Male,45,White,Private,Business
Some-college,50,Female,28,White,State-gov,Business
Bachelors,40,Female,23,White,Private,Business
HS-grad,44,Male,50,White,Private,Other
Less than HS,40,Male,33,White,Private,Other
Bachelors,46,Male,27,White,Private,Business
Some-college,40,Male,29,White,Private,Other
HS-grad,35,Female,36,White,Private,Other
Less than HS,40,Male,60,White,Private,Other
Bachelors,55,Male,23,White,Private,Business
HS-grad,50,Male,38,White,Self-emp-inc,Other
Prof-school,40,Male,60,White,Private,Law & Public Policy
Some-college,35,Female,20,White,Self-emp-not-inc,Engineering
Some-college,48,Female,37,Black,Private,Other
HS-grad,40,Male,37,White,Private,Other
HS-grad,40,Male,58,White,Private,Other
Bachelors,30,Male,25,White,Private,Engineering
Some-college,60,Female,27,White,Private,Business
Some-college,55,Male,33,White,Private,Other
Some-college,40,Female,43,White,State-gov,Business
Some-college,20,Male,21,Black,Federal-gov,Engineering
HS-grad,40,Male,45,Other,Private,Other
Less than HS,40,Male,44,Black,Private,Other
HS-grad,46,Male,53,White,Private,Other
HS-grad,20,Female,31,Black,Private,Other
Less than HS,15,Male,18,Asian-Pac-Islander,Federal-gov,Other
HS-grad,30,Female,20,White,Private,Other
HS-grad,40,Male,32,White,Private,Other
Less than HS,40,Male,48,Black,Private,Other
HS-grad,40,Male,46,Black,Private,Other
HS-grad,50,Male,28,White,Private,Other
HS-grad,40,Male,27,Black,Self-emp-not-inc,Other
Some-college,32,Female,18,White,Federal-gov,Business
HS-grad,12,Male,69,White,Self-emp-not-inc,Other
Masters,40,Male,50,White,Self-emp-inc,Other
HS-grad,40,Female,43,White,Private,Other
Bachelors,30,Female,32,White,Private,Business
HS-grad,48,Female,43,White,Private,Other
HS-grad,55,Male,52,White,Self-emp-not-inc,Other
Some-college,40,Female,35,White,Private,Business
HS-grad,45,Female,46,White,Private,Other
HS-grad,60,Male,58,White,Private,Other
Prof-school,60,Male,46,White,Self-emp-inc,Law & Public Policy
HS-grad,50,Male,40,White,Private,Other
Bachelors,40,Male,25,White,Private,Business
Assoc-acdm,25,Female,22,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,33,White,Federal-gov,Health
Assoc-voc,40,Male,49,White,Federal-gov,Industrial Arts & Consumer Services
Less than HS,40,Female,62,White,Private,Other
Some-college,48,Male,56,Black,Local-gov,Business
HS-grad,40,Female,24,White,Private,Other
HS-grad,40,Female,42,White,Private,Other
Masters,40,Female,41,White,Private,Other
Bachelors,66,Male,23,White,Private,Other
Bachelors,40,Male,35,White,Private,Business
HS-grad,40,Male,22,White,Private,Other
HS-grad,50,Male,32,White,Self-emp-not-inc,Other
HS-grad,40,Male,25,White,Private,Other
Less than HS,15,Female,66,Black,Private,Other
HS-grad,38,Male,26,White,State-gov,Other
Some-college,55,Male,46,White,Private,Other
Bachelors,45,Male,55,White,Private,Business
HS-grad,40,Male,24,White,Private,Other
HS-grad,40,Male,25,White,Private,Other
Some-college,40,Female,22,White,Private,Business
HS-grad,40,Male,31,White,Private,Other
HS-grad,40,Female,30,White,Private,Other
HS-grad,15,Male,54,White,Private,Other
Less than HS,40,Female,56,White,Private,Other
HS-grad,60,Male,47,Asian-Pac-Islander,Private,Other
HS-grad,40,Male,29,Black,Private,Other
HS-grad,40,Male,53,White,Private,Other
HS-grad,40,Female,22,Black,Private,Other
HS-grad,40,Female,42,White,Private,Other
Some-college,40,Male,21,White,Private,Business
HS-grad,70,Female,36,White,Self-emp-inc,Other
Assoc-voc,25,Female,69,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,31,Amer-Indian-Eskimo,Private,Other
Some-college,55,Female,48,White,Private,Business
HS-grad,40,Female,23,White,Private,Other
Assoc-acdm,40,Male,24,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,47,Black,Private,Other
HS-grad,40,Female,36,Amer-Indian-Eskimo,Private,Other
Assoc-acdm,50,Male,39,White,Private,Industrial Arts & Consumer Services
HS-grad,46,Female,22,White,Private,Other
Bachelors,45,Male,27,White,Private,Business
HS-grad,40,Male,36,White,Private,Other
Less than HS,40,Male,54,White,Private,Other
HS-grad,40,Female,33,White,Federal-gov,Other
HS-grad,50,Male,42,White,Private,Other
Some-college,65,Male,52,White,Private,Business
Bachelors,32,Male,23,White,Private,Business
Less than HS,40,Male,33,White,Private,Other
Assoc-voc,38,Female,30,White,Private,Industrial Arts & Consumer Services
Assoc-voc,38,Male,35,Black,Private,Industrial Arts & Consumer Services
HS-grad,37,Male,27,White,Private,Other
HS-grad,35,Male,24,White,Private,Other
HS-grad,40,Male,44,White,Local-gov,Other
Assoc-voc,20,Female,62,Black,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,45,White,Private,Business
HS-grad,20,Male,75,White,Self-emp-not-inc,Other
Bachelors,50,Male,47,White,Private,Health
Prof-school,60,Male,64,White,Private,Law & Public Policy
HS-grad,42,Male,54,White,Private,Other
Bachelors,40,Male,41,White,Federal-gov,Business
Assoc-acdm,40,Male,33,White,Private,Industrial Arts & Consumer Services
Some-college,10,Female,20,White,Private,Business
Bachelors,50,Male,51,White,Private,Business
Prof-school,50,Male,45,White,Self-emp-inc,Law & Public Policy
Less than HS,40,Male,43,White,Private,Other
HS-grad,40,Male,30,White,Private,Other
HS-grad,40,Female,32,White,Private,Other
Some-college,40,Female,61,White,Private,Business
Less than HS,40,Male,21,White,Private,Other
Less than HS,49,Male,56,White,Private,Other
HS-grad,60,Male,28,White,Private,Other
Some-college,40,Female,23,Black,Private,Other
Some-college,84,Male,55,White,Private,Other
HS-grad,70,Male,33,White,Private,Other
Some-college,20,Female,22,White,Private,Business
Assoc-voc,40,Male,43,White,Local-gov,Industrial Arts & Consumer Services
HS-grad,40,Female,32,White,Self-emp-not-inc,Other
Some-college,40,Female,38,White,Private,Business
Less than HS,20,Male,18,White,Private,Other
Some-college,50,Male,35,White,Private,Engineering
HS-grad,40,Female,29,White,Private,Other
Less than HS,55,Male,19,White,Private,Other
Less than HS,35,Male,39,White,Private,Other
Some-college,50,Male,29,White,Private,Business
Prof-school,55,Male,45,White,Self-emp-inc,Law & Public Policy
Some-college,40,Male,44,White,Private,Other
Less than HS,40,Male,42,White,Local-gov,Other
Bachelors,40,Male,34,White,Private,Business
Bachelors,40,Male,52,White,Local-gov,Engineering
HS-grad,25,Male,64,White,Private,Other
Bachelors,45,Male,30,White,Private,Business
Bachelors,42,Male,43,White,Local-gov,Business
Some-college,40,Male,49,White,Self-emp-not-inc,Engineering
Some-college,40,Male,35,White,Private,Health
Prof-school,50,Male,37,White,Self-emp-not-inc,Law & Public Policy
Less than HS,40,Male,49,White,Private,Other
Less than HS,40,Female,19,White,Private,Other
Bachelors,4,Male,22,White,Private,Business
HS-grad,40,Male,31,Black,Private,Other
Some-college,40,Male,26,White,Private,Engineering
Some-college,55,Male,44,White,Private,Business
Some-college,40,Female,38,White,Private,Other
HS-grad,60,Male,33,White,Self-emp-not-inc,Other
Less than HS,20,Male,18,White,Private,Other
Assoc-voc,40,Female,32,Black,Private,Industrial Arts & Consumer Services
HS-grad,40,Female,27,White,Private,Other
Masters,40,Male,28,Black,State-gov,Other
Assoc-voc,40,Male,30,White,Self-emp-not-inc,Industrial Arts & Consumer Services
HS-grad,38,Male,33,Black,Private,Other
Masters,10,Female,74,White,Private,Other
HS-grad,70,Male,36,Asian-Pac-Islander,Private,Other
Assoc-acdm,55,Male,36,White,Private,Industrial Arts & Consumer Services
HS-grad,20,Female,29,White,Private,Other
Bachelors,45,Female,39,White,Private,Business
Bachelors,80,Male,25,White,Self-emp-inc,Business
HS-grad,40,Male,21,White,Private,Other
Assoc-voc,50,Female,39,White,State-gov,Industrial Arts & Consumer Services
Some-college,32,Female,38,White,Private,Health
HS-grad,25,Female,20,Asian-Pac-Islander,Private,Other
HS-grad,40,Male,51,White,Private,Other
HS-grad,40,Female,21,White,Private,Other
Some-college,40,Female,36,White,Private,Health
HS-grad,40,Female,50,Black,Private,Other
HS-grad,55,Male,38,White,Private,Other
Bachelors,40,Female,25,White,Local-gov,Health
Some-college,15,Female,23,White,Private,Business
Bachelors,55,Male,36,White,Private,Business
Bachelors,40,Male,41,White,Private,Health
Masters,50,Female,34,White,Private,Other
Some-college,10,Male,19,White,State-gov,Other
